"CO_SH6";"NO_SH6_POR";"NO_SH6_ESP";"NO_SH6_ING";"CO_SH4";"NO_SH4_POR";"NO_SH4_ESP";"NO_SH4_ING";"CO_SH2";"NO_SH2_POR";"NO_SH2_ESP";"NO_SH2_ING";"CO_NCM_SECROM";"NO_SEC_POR";"NO_SEC_ESP";"NO_SEC_ING"
"940599";"Partes de aparelhos de iluminação, de outras matérias";"Partes de aparatos de alumbrado, anuncios, letreros y placas indicadoras luminosos y artículos simil., n.c.o.p.";"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.";"9405";"Aparelhos de iluminação (incluídos os projectores) e suas partes, não especificados nem compreendidos em outras posições; anúncios, tabuletas ou cartazes e placas indicadoras luminosos, e artigos semelhantes, que contenham uma fonte luminosa fixa permanen";"Aparatos de alumbrado, incluidos los proyectores, y sus partes, no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras luminosos y artículos similares, con fuente de luz inseparable, y sus partes no expresadas ni comprendidas";"Lamps and lighting fittings including searchlights and spotlights and parts thereof, not elsewhere specified or included; illuminated signs, illuminated name-plates and the like, having a permanently fixed light source, and parts thereof not elsewhere spe";"94";"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré";"Muebles; mobiliario medicoquirúrgico; artículos de cama y similares; otros.";"Furniture; bedding, mattresses, cushions and similar stuffed furnishings; others";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"940600";"Construções pré-fabricadas";"Construcciones prefabricadas, incl. incompletas o sin montar";"Prefabricated buildings, whether or not complete or already assembled";"9406";"Construções pré-fabricadas";"Construcciones prefabricadas";"Prefabricated buildings";"94";"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré";"Muebles; mobiliario medicoquirúrgico; artículos de cama y similares; otros.";"Furniture; bedding, mattresses, cushions and similar stuffed furnishings; others";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"940610";"Construções pré-fabricadas, de madeira";"Construcciones prefabricada, de madera";"Prefabricated buildings, made of wood";"9406";"Construções pré-fabricadas";"Construcciones prefabricadas";"Prefabricated buildings";"94";"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré";"Muebles; mobiliario medicoquirúrgico; artículos de cama y similares; otros.";"Furniture; bedding, mattresses, cushions and similar stuffed furnishings; others";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"940620";"Unidades de construção modulares, de aço";"Unidades de construcción modulares, de acero";"Modular building units, of steel";"9406";"Construções pré-fabricadas";"Construcciones prefabricadas";"Prefabricated buildings";"94";"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré";"Muebles; mobiliario medicoquirúrgico; artículos de cama y similares; otros.";"Furniture; bedding, mattresses, cushions and similar stuffed furnishings; others";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"940690";"Construções pré-fabricadas, exceto de madeira";"Construcciones prefabricadas, excepto de madera";"Prefabricated buildings, except wood";"9406";"Construções pré-fabricadas";"Construcciones prefabricadas";"Prefabricated buildings";"94";"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré";"Muebles; mobiliario medicoquirúrgico; artículos de cama y similares; otros.";"Furniture; bedding, mattresses, cushions and similar stuffed furnishings; others";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950100";"Brinquedos de rodas para crianças e carrinhos para bonecos";"Juguetes de ruedas p/niños y coches de ruedas p/muñecos";"Wheeled toys for children and dolls' carriages";"9501";"Brinquedos de rodas para crianças e carrinhos para bonecos";"Juguetes de ruedas p/niños y coches de ruedas para muñecos";"Wheeled toys for children and dolls' carriages";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950210";"Bonecos de figura humana";"Muñecas que representan humana";"Dolls representing humans";"9502";"Bonecos representando exclusivamente a figura humana";"Muñecas y muñecos que representen solamente seres humanos";"Dolls representing only human beings";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950291";"Vestuário e seus acess.etc.para bonecos de figura humana";"Prendas de vest.y sus compl.etc.p/muñec.q.repr.ser.hum.";"Garments and acces.therefor f/dolls repres.human beings";"9502";"Bonecos representando exclusivamente a figura humana";"Muñecas y muñecos que representen solamente seres humanos";"Dolls representing only human beings";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950299";"Outras partes e acessórios para bonecos de figura humana";"Las demás partes y acces.p/muñecos q.repr.seres humanos";"Other parts and access.f/dolls repres.human beings";"9502";"Bonecos representando exclusivamente a figura humana";"Muñecas y muñecos que representen solamente seres humanos";"Dolls representing only human beings";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950300";"Triciclos, patinetes, carros de pedais e outros brinquedos semelhantes de rodas; carrinhos para bonecos; bonecos; outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças ("puzzles") de qualquer tipo.";"Triciclos, patinetes, coches de pedal y juguetes similares con ruedas; coches y sillas de ruedas para muá±ecas o muá±ecos; muá±ecas o muá±ecos; los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas";"Tricycles, scooters, pedal cars and similar wheeled toys; dolls'' carriages; dolls; other toys; reduced-size scale recreational models, working or not;  puzzles of all kinds";"9503";"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo";"Los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase";"Other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950310";"Trens elétricos de brinquedo, inclusive trilhos, sinais, outros acessórios";"Trenes eléctr.de juguet.incl.carriles/señales/dem.acces";"ElectrIc trains of toy.incl.tracks/signals/acces.therefor";"9503";"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo";"Los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase";"Other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950320";"Modelos reduzidos (em escala) para kits de montagem, exceto trens elétricos";"Demás modelos reducidos, de juguete, p/ensamblar";"Reduced-size (""scale"") model assembly kits, excluding electric trains";"9503";"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo";"Los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase";"Other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950330";"Outros conjuntos e brinquedos, para construção";"los demás juegos y juguetes de construcción";"Other kits and toys for construction";"9503";"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo";"Los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase";"Other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950341";"Brinquedos com enchimento, de figura animal ou não-humana";"Juguetes rellenos, q.repr.animales o seres no humanos";"Filled toys representing animals or non-human creatures";"9503";"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo";"Los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase";"Other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950349";"Outros brinquedos de figura animal ou não humana";"los dem.juguetes q.repr.animales o seres no humanos";"other toys representing animals or non-human creatures";"9503";"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo";"Los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase";"Other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950350";"Instrumentos e aparelhos musicais, de brinquedo";"Instrumentos y aparatos musicales, de juguete";"Toy musical instruments and apparatus";"9503";"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo";"Los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase";"Other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950360";"Quebra-cabeças (""puzzles"")";"Rompecabezas";"Puzzles";"9503";"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo";"Los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase";"Other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950370";"Outros brinquedos em sortidos ou em panóplias";"Demás juguetes en juegos o surtidos o en panoplias";"Other toys, put up in sets or outfits";"9503";"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo";"Los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase";"Other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950380";"Brinquedos motorizados ou elétricos";"Juguetes motorizados o eléctricos";"Toys - electric or motorized";"9503";"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo";"Los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase";"Other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950390";"Outros brinquedos";"Otros juguetes";"Other toys";"9503";"Outros brinquedos; modelos reduzidos e modelos semelhantes para divertimento, mesmo animados; quebra-cabeças (puzzles) de qualquer tipo";"Los demás juguetes; modelos reducidos y modelos similares, para entretenimiento, incluso animados; rompecabezas de cualquier clase";"Other toys; reduced-size ('scale') models and similar recreational models, working or not; puzzles of all kinds";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950410";"Jogos de vídeo utilizáveis com receptor de televisão";"Videojuegos de los tipos utilizados con receptor de televisión";"Video games for use with a television receiver";"9504";"Artigos para jogos de salão, incluídos os jogos com motor ou outro mecanismo, os bilhares, as mesas especiais para jogos de casino e os jogos de paulitos automáticos (boliche, por exemplo)";"Artículos para salas de juego, juegos de mesa o salón, incluidos los juegos con motor o mecanismo, billares, mesas especiales para juegos de casino y juegos de bolos automáticos";"Articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950420";"Bilhares e seus acessórios";"Billares y sus accesorios";"Billiards of all kinds and accessories";"9504";"Artigos para jogos de salão, incluídos os jogos com motor ou outro mecanismo, os bilhares, as mesas especiais para jogos de casino e os jogos de paulitos automáticos (boliche, por exemplo)";"Artículos para salas de juego, juegos de mesa o salón, incluidos los juegos con motor o mecanismo, billares, mesas especiales para juegos de casino y juegos de bolos automáticos";"Articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950430";"Outros jogos funcionando por introdução de uma moeda, papel-moeda, ficha ou de outros artigos similares, exceto os jogos de balizas (paulitos) automáticas (boliche)";"Juegos con pantalla, ""flippers"" y demás juegos activados con monedas, billetes de banco, fichas o demás artículos similares (exc. juegos de bolos automáticos ""bowlings"")";"Games with screens, flipper and other games, operated by coins, banknotes, bank cards, tokens or by other means of payment (excl. bowling alley equipment)";"9504";"Artigos para jogos de salão, incluídos os jogos com motor ou outro mecanismo, os bilhares, as mesas especiais para jogos de casino e os jogos de paulitos automáticos (boliche, por exemplo)";"Artículos para salas de juego, juegos de mesa o salón, incluidos los juegos con motor o mecanismo, billares, mesas especiales para juegos de casino y juegos de bolos automáticos";"Articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950440";"Cartas de jogar";"Naipes";"Playing cards";"9504";"Artigos para jogos de salão, incluídos os jogos com motor ou outro mecanismo, os bilhares, as mesas especiais para jogos de casino e os jogos de paulitos automáticos (boliche, por exemplo)";"Artículos para salas de juego, juegos de mesa o salón, incluidos los juegos con motor o mecanismo, billares, mesas especiales para juegos de casino y juegos de bolos automáticos";"Articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950450";"Consoles e máquinas de jogos de vídeo (exceto da subposição 9504.30)";"Consolas y máquinas de video juegos (excepto de la subpartida 9504.30)";"onsoles and video gaming machines (except subheading 9504.30)";"9504";"Artigos para jogos de salão, incluídos os jogos com motor ou outro mecanismo, os bilhares, as mesas especiais para jogos de casino e os jogos de paulitos automáticos (boliche, por exemplo)";"Artículos para salas de juego, juegos de mesa o salón, incluidos los juegos con motor o mecanismo, billares, mesas especiales para juegos de casino y juegos de bolos automáticos";"Articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950490";"Outros artigos para jogos de salão";"Juegos de casino, juegos de bolos automáticos ""bowlings"" y otros artículos para salas de juego, juegos de mesa o salón, incl. los juegos con motor o mecanismo (exc. juegos activados con monedas, billetes de banco, fichas o demás artículos similares; billa";"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour games, incl. pintables (excl. operated by coins, banknotes paper currency, discs or other similar articles, billiards, video games for use with a television re";"9504";"Artigos para jogos de salão, incluídos os jogos com motor ou outro mecanismo, os bilhares, as mesas especiais para jogos de casino e os jogos de paulitos automáticos (boliche, por exemplo)";"Artículos para salas de juego, juegos de mesa o salón, incluidos los juegos con motor o mecanismo, billares, mesas especiales para juegos de casino y juegos de bolos automáticos";"Articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950510";"Artigos para festas de natal";"Artículos para fiestas de Navidad (exc. velas y guirnaldas eléctricas, árboles de Navidad naturales y sus soportes)";"Christmas articles (excl. candles and electric lighting sets, natural Christmas trees and Christmas tree stands)";"9505";"Artigos para festas, carnaval ou outros divertimentos, incluídos os artigos de magia e artigos surpresa";"Artículos para fiestas, carnaval u otras diversiones, incluidos los de magia y artículos sorpresa";"Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950590";"Artigos para outras festas, carnaval ou outros divertimentos, incluídos os de magia e artigos-surpresa";"Artículos para fiestas, carnaval u otras diversiones, incl. los de magia y los artículos sorpresa, n.c.o.p.";"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, n.e.s.";"9505";"Artigos para festas, carnaval ou outros divertimentos, incluídos os artigos de magia e artigos surpresa";"Artículos para fiestas, carnaval u otras diversiones, incluidos los de magia y artículos sorpresa";"Festive, carnival or other entertainment articles, including conjuring tricks and novelty jokes";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950611";"Esquis para neve";"Esquís para nieve";"Skis, for winter sports";"9506";"Artigos e equipamentos para cultura física, ginástica, atletismo, outros desportos (incluído o ténis de mesa) ou jogos ao ar livre, não especificados nem compreendidos em outras posições deste capítulo; piscinas, incluídas as infantis";"Artículos y material para cultura física, gimnasia, atletismo, demás deportes, incluido el tenis de mesa o para juegos al aire libre, no expresados ni comprendidos en otra parte de este capítulo; piscinas, incluso infantiles";"Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including table-tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and paddling pools";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950612";"Fixadores para esquis";"Fijadores de esquí";"Ski bindings";"9506";"Artigos e equipamentos para cultura física, ginástica, atletismo, outros desportos (incluído o ténis de mesa) ou jogos ao ar livre, não especificados nem compreendidos em outras posições deste capítulo; piscinas, incluídas as infantis";"Artículos y material para cultura física, gimnasia, atletismo, demás deportes, incluido el tenis de mesa o para juegos al aire libre, no expresados ni comprendidos en otra parte de este capítulo; piscinas, incluso infantiles";"Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including table-tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and paddling pools";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950619";"Outros equipamentos para esquiar na neve";"Artículos para práctica del esquí de nieve (exc. esquís y fijadores de esquí)";"Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings])";"9506";"Artigos e equipamentos para cultura física, ginástica, atletismo, outros desportos (incluído o ténis de mesa) ou jogos ao ar livre, não especificados nem compreendidos em outras posições deste capítulo; piscinas, incluídas as infantis";"Artículos y material para cultura física, gimnasia, atletismo, demás deportes, incluido el tenis de mesa o para juegos al aire libre, no expresados ni comprendidos en otra parte de este capítulo; piscinas, incluso infantiles";"Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including table-tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and paddling pools";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950621";"Pranchas a vela";"Deslizadores de vela para la práctica de deportes acuíticos";"Sailboards";"9506";"Artigos e equipamentos para cultura física, ginástica, atletismo, outros desportos (incluído o ténis de mesa) ou jogos ao ar livre, não especificados nem compreendidos em outras posições deste capítulo; piscinas, incluídas as infantis";"Artículos y material para cultura física, gimnasia, atletismo, demás deportes, incluido el tenis de mesa o para juegos al aire libre, no expresados ni comprendidos en otra parte de este capítulo; piscinas, incluso infantiles";"Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including table-tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and paddling pools";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950629";"Esquis aquáticos e outros equipamentos para prática de esportes aquáticos";"Esquís acuáticos, tablas y demás artículos para la práctica de deportes acuíticos (exc. deslizadores de vela)";"Water-skis, surfboards and other water-sport equipment (other than sailboards)";"9506";"Artigos e equipamentos para cultura física, ginástica, atletismo, outros desportos (incluído o ténis de mesa) ou jogos ao ar livre, não especificados nem compreendidos em outras posições deste capítulo; piscinas, incluídas as infantis";"Artículos y material para cultura física, gimnasia, atletismo, demás deportes, incluido el tenis de mesa o para juegos al aire libre, no expresados ni comprendidos en otra parte de este capítulo; piscinas, incluso infantiles";"Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including table-tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and paddling pools";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
"950631";"Tacos completos para golfe";"Palos de golf ""clubs"" completos";"Golf clubs, complete";"9506";"Artigos e equipamentos para cultura física, ginástica, atletismo, outros desportos (incluído o ténis de mesa) ou jogos ao ar livre, não especificados nem compreendidos em outras posições deste capítulo; piscinas, incluídas as infantis";"Artículos y material para cultura física, gimnasia, atletismo, demás deportes, incluido el tenis de mesa o para juegos al aire libre, no expresados ni comprendidos en otra parte de este capítulo; piscinas, incluso infantiles";"Articles and equipment for general physical exercise, gymnastics, athletics, other sports (including table-tennis) or outdoor games, not specified or included elsewhere in this chapter; swimming pools and paddling pools";"95";"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios";"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios";"Toys, games and sports requisites; parts and accessories thereof";"XX";"Mercadorias e produtos diversos";"Mercancías y productos diversos";"Miscellaneous manufactured articles"
